país,año,población
Europe & Central Asia,1967,720146318.0
Europe & Central Asia,1966,713443573.0
Europe & Central Asia,1965,706683416.0
Europe & Central Asia,1964,699058435.0
Europe & Central Asia,1963,691189404.0
Europe & Central Asia,1962,683342108.0
Europe & Central Asia,1961,675549997.0
Europe & Central Asia,1960,667887811.0
Europe & Central Asia (excluding high income),2023,249146208.0
Europe & Central Asia (excluding high income),2022,250834021.5
Europe & Central Asia (excluding high income),2021,252183790.0
Europe & Central Asia (excluding high income),2020,250655325.5
Europe & Central Asia (excluding high income),2019,248858341.0
Europe & Central Asia (excluding high income),2018,246654915.5
Europe & Central Asia (excluding high income),2017,244530211.5
Europe & Central Asia (excluding high income),2016,242407763.5
Europe & Central Asia (excluding high income),2015,240230296.5
Europe & Central Asia (excluding high income),2014,238112723.5
Europe & Central Asia (excluding high income),2013,235981960.0
Europe & Central Asia (excluding high income),2012,233914075.0
Europe & Central Asia (excluding high income),2011,231988171.5
Europe & Central Asia (excluding high income),2010,230106440.0
Europe & Central Asia (excluding high income),2009,228250911.0
Europe & Central Asia (excluding high income),2008,226524480.0
Europe & Central Asia (excluding high income),2007,225016071.5
Europe & Central Asia (excluding high income),2006,224417513.0
Europe & Central Asia (excluding high income),2005,223360134.5
Europe & Central Asia (excluding high income),2004,222413289.5
Europe & Central Asia (excluding high income),2003,221399692.0
Europe & Central Asia (excluding high income),2002,220400259.0
Europe & Central Asia (excluding high income),2001,219435055.5
Europe & Central Asia (excluding high income),2000,218486597.5
Europe & Central Asia (excluding high income),1999,217579952.0
Europe & Central Asia (excluding high income),1998,217104724.5
Europe & Central Asia (excluding high income),1997,216672058.5
Europe & Central Asia (excluding high income),1996,216002099.5
Europe & Central Asia (excluding high income),1995,215114964.0
Europe & Central Asia (excluding high income),1994,214329900.5
Europe & Central Asia (excluding high income),1993,213395945.0
Europe & Central Asia (excluding high income),1992,212032318.5
Europe & Central Asia (excluding high income),1991,210169114.0
Europe & Central Asia (excluding high income),1990,208212866.0
Europe & Central Asia (excluding high income),1989,205733205.0
Europe & Central Asia (excluding high income),1988,202990335.0
Europe & Central Asia (excluding high income),1987,200194022.0
Europe & Central Asia (excluding high income),1986,197344981.0
Europe & Central Asia (excluding high income),1985,194525195.0
Europe & Central Asia (excluding high income),1984,191755370.0
Europe & Central Asia (excluding high income),1983,188979984.0
Europe & Central Asia (excluding high income),1982,186272610.0
Europe & Central Asia (excluding high income),1981,183746315.0
Europe & Central Asia (excluding high income),1980,181309432.0
Europe & Central Asia (excluding high income),1979,178774505.0
Europe & Central Asia (excluding high income),1978,176315643.0
Europe & Central Asia (excluding high income),1977,173726978.0
Europe & Central Asia (excluding high income),1976,171119860.0
Europe & Central Asia (excluding high income),1975,168594458.0
Europe & Central Asia (excluding high income),1974,166121814.0
Europe & Central Asia (excluding high income),1973,163601189.0
Europe & Central Asia (excluding high income),1972,161049046.0
Europe & Central Asia (excluding high income),1971,158428591.0
Europe & Central Asia (excluding high income),1970,155918823.0
Europe & Central Asia (excluding high income),1969,153462746.0
Europe & Central Asia (excluding high income),1968,150777578.0
Europe & Central Asia (excluding high income),1967,148087983.0
Europe & Central Asia (excluding high income),1966,145371529.0
Europe & Central Asia (excluding high income),1965,142668572.0
Europe & Central Asia (excluding high income),1964,139973968.0
Europe & Central Asia (excluding high income),1963,137187829.0
Europe & Central Asia (excluding high income),1962,134400419.0
Europe & Central Asia (excluding high income),1961,131617926.0
Europe & Central Asia (excluding high income),1960,128810451.0
Europe & Central Asia (IDA & IBRD countries),2023,459025452.0
Europe & Central Asia (IDA & IBRD countries),2022,461440170.5
Europe & Central Asia (IDA & IBRD countries),2021,463790894.0
Europe & Central Asia (IDA & IBRD countries),2020,463913014.5
Europe & Central Asia (IDA & IBRD countries),2019,462573906.0
Europe & Central Asia (IDA & IBRD countries),2018,460515553.5
Europe & Central Asia (IDA & IBRD countries),2017,458504366.5
Europe & Central Asia (IDA & IBRD countries),2016,456330266.5
Europe & Central Asia (IDA & IBRD countries),2015,454002756.5
Europe & Central Asia (IDA & IBRD countries),2014,451696196.5
Europe & Central Asia (IDA & IBRD countries),2013,449310524.0
Europe & Central Asia (IDA & IBRD countries),2012,446979977.0
Europe & Central Asia (IDA & IBRD countries),2011,444846099.5
Europe & Central Asia (IDA & IBRD countries),2010,442936599.0
Europe & Central Asia (IDA & IBRD countries),2009,441304973.0
Europe & Central Asia (IDA & IBRD countries),2008,439732746.0
Europe & Central Asia (IDA & IBRD countries),2007,438680282.5
Europe & Central Asia (IDA & IBRD countries),2006,438714358.0
Europe & Central Asia (IDA & IBRD countries),2005,438333195.5
Europe & Central Asia (IDA & IBRD countries),2004,438136035.5
Europe & Central Asia (IDA & IBRD countries),2003,437905932.0
Europe & Central Asia (IDA & IBRD countries),2002,437806951.0
Europe & Central Asia (IDA & IBRD countries),2001,438100367.5
Europe & Central Asia (IDA & IBRD countries),2000,438423540.5
Europe & Central Asia (IDA & IBRD countries),1999,438650260.0
Europe & Central Asia (IDA & IBRD countries),1998,438735254.5
Europe & Central Asia (IDA & IBRD countries),1997,438638045.5
Europe & Central Asia (IDA & IBRD countries),1996,438325525.5
Europe & Central Asia (IDA & IBRD countries),1995,437796116.0
Europe & Central Asia (IDA & IBRD countries),1994,437106290.5
Europe & Central Asia (IDA & IBRD countries),1993,436152186.0
Europe & Central Asia (IDA & IBRD countries),1992,434844448.5
Europe & Central Asia (IDA & IBRD countries),1991,433132067.0
Europe & Central Asia (IDA & IBRD countries),1990,430990546.0
Europe & Central Asia (IDA & IBRD countries),1989,428221424.0
Europe & Central Asia (IDA & IBRD countries),1988,424466137.0
Europe & Central Asia (IDA & IBRD countries),1987,420430601.0
Europe & Central Asia (IDA & IBRD countries),1986,416211558.0
Europe & Central Asia (IDA & IBRD countries),1985,411980043.0
Europe & Central Asia (IDA & IBRD countries),1984,407686015.0
Europe & Central Asia (IDA & IBRD countries),1983,403378262.0
Europe & Central Asia (IDA & IBRD countries),1982,399353523.0
Europe & Central Asia (IDA & IBRD countries),1981,395441598.0
Europe & Central Asia (IDA & IBRD countries),1980,391562181.0
Europe & Central Asia (IDA & IBRD countries),1979,387559928.0
Europe & Central Asia (IDA & IBRD countries),1978,383687824.0
Europe & Central Asia (IDA & IBRD countries),1977,379635878.0
Europe & Central Asia (IDA & IBRD countries),1976,375469327.0
Europe & Central Asia (IDA & IBRD countries),1975,371336064.0
Europe & Central Asia (IDA & IBRD countries),1974,367431547.0
Europe & Central Asia (IDA & IBRD countries),1973,363554198.0
Europe & Central Asia (IDA & IBRD countries),1972,359698417.0
Europe & Central Asia (IDA & IBRD countries),1971,355796328.0
Europe & Central Asia (IDA & IBRD countries),1970,352139347.0
Europe & Central Asia (IDA & IBRD countries),1969,348509849.0
Europe & Central Asia (IDA & IBRD countries),1968,344535295.0
Europe & Central Asia (IDA & IBRD countries),1967,340454289.0
Europe & Central Asia (IDA & IBRD countries),1966,336304737.0
Europe & Central Asia (IDA & IBRD countries),1965,332375189.0
Europe & Central Asia (IDA & IBRD countries),1964,327774760.0
Europe & Central Asia (IDA & IBRD countries),1963,322961499.0
Europe & Central Asia (IDA & IBRD countries),1962,318186127.0
Europe & Central Asia (IDA & IBRD countries),1961,313483586.0
Europe & Central Asia (IDA & IBRD countries),1960,308759361.0
European Union,2023,448804042.0
European Union,2022,447847220.0
European Union,2021,446564156.0
European Union,2020,447653554.0
European Union,2019,447303223.0
European Union,2018,446953938.0
European Union,2017,446177810.0
European Union,2016,445487171.0
European Union,2015,444550397.0
European Union,2014,443589388.0
European Union,2013,442486978.0
European Union,2012,441416943.0
European Union,2011,440766686.0
European Union,2010,441546320.0
European Union,2009,440928484.0
European Union,2008,439886269.0
European Union,2007,438478066.0
European Union,2006,437007921.0
European Union,2005,435591941.0
European Union,2004,434050396.0
European Union,2003,432426935.0
European Union,2002,430893295.0
European Union,2001,429906426.0
European Union,2000,429339162.0
European Union,1999,428825949.0
European Union,1998,428120105.0
European Union,1997,427547651.0
European Union,1996,426905134.0
European Union,1995,426210050.0
European Union,1994,425404352.0
European Union,1993,424344744.0
European Union,1992,422968989.0
European Union,1991,421741276.0
European Union,1990,420525030.0
European Union,1989,419102379.0
European Union,1988,417653885.0
European Union,1987,416296769.0
European Union,1986,415087013.0
European Union,1985,413962998.0
European Union,1984,412998350.0
European Union,1983,412072128.0
European Union,1982,410988238.0
European Union,1981,409724709.0
European Union,1980,407986180.0
European Union,1979,406112162.0
European Union,1978,404312949.0
European Union,1977,402445831.0
European Union,1976,400490355.0
European Union,1975,398397694.0
European Union,1974,396124649.0
European Union,1973,393739994.0
European Union,1972,391197266.0
European Union,1971,388553371.0
European Union,1970,386406167.0
European Union,1969,384226226.0
European Union,1968,381579577.0
European Union,1967,378902917.0
European Union,1966,376058575.0
European Union,1965,373129199.0
European Union,1964,370055037.0
European Union,1963,366840786.0
European Union,1962,363708887.0
European Union,1961,360682976.0
European Union,1960,357710931.0
Fragile and conflict affected situations,2023,1058789534.0
Fragile and conflict affected situations,2022,1038158122.0
Fragile and conflict affected situations,2021,1018693078.0
Fragile and conflict affected situations,2020,996691242.0
Fragile and conflict affected situations,2019,974824119.0
Fragile and conflict affected situations,2018,953648681.0
Fragile and conflict affected situations,2017,933013886.0
Fragile and conflict affected situations,2016,912614026.0
Fragile and conflict affected situations,2015,892657785.0
Fragile and conflict affected situations,2014,873158163.0
Fragile and conflict affected situations,2013,853223055.0
Fragile and conflict affected situations,2012,832872724.0
Fragile and conflict affected situations,2011,812764221.0
Fragile and conflict affected situations,2010,793160547.0
Fragile and conflict affected situations,2009,773810618.0
Fragile and conflict affected situations,2008,754858953.0
Fragile and conflict affected situations,2007,736917394.0
Fragile and conflict affected situations,2006,719788972.0
Fragile and conflict affected situations,2005,702638957.0
Fragile and conflict affected situations,2004,685830138.0
Fragile and conflict affected situations,2003,669470707.0
Fragile and conflict affected situations,2002,653056220.0
Fragile and conflict affected situations,2001,637301077.0
Fragile and conflict affected situations,2000,622883185.0
Fragile and conflict affected situations,1999,608935664.0
Fragile and conflict affected situations,1998,594968744.0
Fragile and conflict affected situations,1997,581551866.0
Fragile and conflict affected situations,1996,568965099.0
Fragile and conflict affected situations,1995,556179028.0
Fragile and conflict affected situations,1994,541618452.0
Fragile and conflict affected situations,1993,526665569.0
Fragile and conflict affected situations,1992,512731689.0
Fragile and conflict affected situations,1991,499975816.0
Fragile and conflict affected situations,1990,488697502.0
Fragile and conflict affected situations,1989,475799732.0
Fragile and conflict affected situations,1988,464963348.0
Fragile and conflict affected situations,1987,454559470.0
Fragile and conflict affected situations,1986,444223377.0
Fragile and conflict affected situations,1985,434067883.0
Fragile and conflict affected situations,1984,423879999.0
Fragile and conflict affected situations,1983,414032302.0
Fragile and conflict affected situations,1982,404570090.0
Fragile and conflict affected situations,1981,395605163.0
Fragile and conflict affected situations,1980,387280079.0
Fragile and conflict affected situations,1979,378556492.0
Fragile and conflict affected situations,1978,369243969.0
Fragile and conflict affected situations,1977,360321094.0
Fragile and conflict affected situations,1976,352018011.0
Fragile and conflict affected situations,1975,343774977.0
Fragile and conflict affected situations,1974,335724633.0
Fragile and conflict affected situations,1973,327859174.0
Fragile and conflict affected situations,1972,320326696.0
Fragile and conflict affected situations,1971,313117526.0
Fragile and conflict affected situations,1970,306107595.0
Fragile and conflict affected situations,1969,299325597.0
Fragile and conflict affected situations,1968,292679186.0
Fragile and conflict affected situations,1967,286184636.0
Fragile and conflict affected situations,1966,279902341.0
Fragile and conflict affected situations,1965,273796544.0
Fragile and conflict affected situations,1964,267809728.0
Fragile and conflict affected situations,1963,261957739.0
Fragile and conflict affected situations,1962,256265091.0
Fragile and conflict affected situations,1961,250748792.0
Fragile and conflict affected situations,1960,245446477.0
Heavily indebted poor countries (HIPC),2023,917304254.0
Heavily indebted poor countries (HIPC),2022,893906294.0
Heavily indebted poor countries (HIPC),2021,870930036.0
Heavily indebted poor countries (HIPC),2020,847743308.0
Heavily indebted poor countries (HIPC),2019,824649053.0
Heavily indebted poor countries (HIPC),2018,802020674.0
Heavily indebted poor countries (HIPC),2017,779389964.0
Heavily indebted poor countries (HIPC),2016,756895035.0
Heavily indebted poor countries (HIPC),2015,735429414.0
Heavily indebted poor countries (HIPC),2014,714769441.0
Heavily indebted poor countries (HIPC),2013,694622934.0
Heavily indebted poor countries (HIPC),2012,675397557.0
Heavily indebted poor countries (HIPC),2011,656783491.0
Heavily indebted poor countries (HIPC),2010,638796398.0
Heavily indebted poor countries (HIPC),2009,621337653.0
Heavily indebted poor countries (HIPC),2008,604007702.0
Heavily indebted poor countries (HIPC),2007,587432384.0
Heavily indebted poor countries (HIPC),2006,571454590.0
Heavily indebted poor countries (HIPC),2005,555358929.0
Heavily indebted poor countries (HIPC),2004,539803501.0
Heavily indebted poor countries (HIPC),2003,524773987.0
Heavily indebted poor countries (HIPC),2002,509679981.0
Heavily indebted poor countries (HIPC),2001,495197350.0
Heavily indebted poor countries (HIPC),2000,481984327.0
Heavily indebted poor countries (HIPC),1999,469076891.0
Heavily indebted poor countries (HIPC),1998,455939263.0
Heavily indebted poor countries (HIPC),1997,443196153.0
Heavily indebted poor countries (HIPC),1996,431006940.0
Heavily indebted poor countries (HIPC),1995,418830100.0
Heavily indebted poor countries (HIPC),1994,406935718.0
Heavily indebted poor countries (HIPC),1993,394851493.0
Heavily indebted poor countries (HIPC),1992,382507617.0
Heavily indebted poor countries (HIPC),1991,371411648.0
Heavily indebted poor countries (HIPC),1990,361657937.0
Heavily indebted poor countries (HIPC),1989,352065913.0
Heavily indebted poor countries (HIPC),1988,342381086.0
Heavily indebted poor countries (HIPC),1987,333016950.0
Heavily indebted poor countries (HIPC),1986,324025001.0
Heavily indebted poor countries (HIPC),1985,315429759.0
Heavily indebted poor countries (HIPC),1984,306943902.0
Heavily indebted poor countries (HIPC),1983,298600262.0
Heavily indebted poor countries (HIPC),1982,290471550.0
Heavily indebted poor countries (HIPC),1981,283255371.0
Heavily indebted poor countries (HIPC),1980,277128014.0
Heavily indebted poor countries (HIPC),1979,270569759.0
Heavily indebted poor countries (HIPC),1978,262985512.0
Heavily indebted poor countries (HIPC),1977,255707170.0
Heavily indebted poor countries (HIPC),1976,249034009.0
Heavily indebted poor countries (HIPC),1975,242344150.0
Heavily indebted poor countries (HIPC),1974,235791936.0
Heavily indebted poor countries (HIPC),1973,229341403.0
Heavily indebted poor countries (HIPC),1972,223189830.0
Heavily indebted poor countries (HIPC),1971,217344674.0
Heavily indebted poor countries (HIPC),1970,211549510.0
Heavily indebted poor countries (HIPC),1969,205895893.0
Heavily indebted poor countries (HIPC),1968,200419142.0
Heavily indebted poor countries (HIPC),1967,195111370.0
Heavily indebted poor countries (HIPC),1966,190048827.0
Heavily indebted poor countries (HIPC),1965,185208644.0
Heavily indebted poor countries (HIPC),1964,180537667.0
Heavily indebted poor countries (HIPC),1963,176063263.0
Heavily indebted poor countries (HIPC),1962,171771666.0
Heavily indebted poor countries (HIPC),1961,167634887.0
Heavily indebted poor countries (HIPC),1960,163650527.0
High income,2023,1400465513.0
High income,2022,1393036569.0
High income,2021,1387107942.0
High income,2020,1389524835.0
High income,2019,1383372477.0
High income,2018,1379152141.0
High income,2017,1374784294.0
High income,2016,1368877184.0
High income,2015,1360842914.0
High income,2014,1352458637.0
High income,2013,1344779557.0
High income,2012,1336612791.0
High income,2011,1329029726.0
High income,2010,1323506149.0
High income,2009,1317794172.0
High income,2008,1309846534.0
High income,2007,1300879925.0
High income,2006,1292314271.0
High income,2005,1284667419.0
High income,2004,1277825278.0
High income,2003,1270975826.0
High income,2002,1264453056.0
High income,2001,1258081884.0
High income,2000,1251758606.0
High income,1999,1245505259.0
High income,1998,1239114888.0
High income,1997,1232428693.0
High income,1996,1225554334.0
High income,1995,1218521009.0
High income,1994,1211414288.0
High income,1993,1203954507.0
High income,1992,1195980932.0
High income,1991,1187418220.0
High income,1990,1179067863.0
High income,1989,1171722325.0
High income,1988,1163559249.0
High income,1987,1155714404.0
High income,1986,1147992917.0
High income,1985,1140437181.0
High income,1984,1133021942.0
High income,1983,1125667151.0
High income,1982,1118134629.0
High income,1981,1110182318.0
High income,1980,1101614544.0
High income,1979,1092954895.0
High income,1978,1084093370.0
High income,1977,1075522451.0
High income,1976,1066980637.0
High income,1975,1058379274.0
High income,1974,1049400121.0
High income,1973,1040162585.0
High income,1972,1030733033.0
High income,1971,1020995733.0
High income,1970,1009961393.0
High income,1969,1000566477.0
High income,1968,991152809.0
High income,1967,981908263.0
High income,1966,972578524.0
High income,1965,962873529.0
High income,1964,951943891.0
High income,1963,940659960.0
High income,1962,929404374.0
High income,1961,918072786.0
High income,1960,906950090.0
IBRD only,2023,4952574126.0
IBRD only,2022,4928694202.0
IBRD only,2021,4905899020.0
IBRD only,2020,4879367453.0
IBRD only,2019,4845715724.0
IBRD only,2018,4807550491.0
IBRD only,2017,4766267453.0
IBRD only,2016,4721984235.0
IBRD only,2015,4677114235.0
IBRD only,2014,4630871647.0
IBRD only,2013,4582140476.0
IBRD only,2012,4532139461.0
IBRD only,2011,4483152361.0
IBRD only,2010,4436714947.0
IBRD only,2009,4391389527.0
IBRD only,2008,4346234014.0
IBRD only,2007,4302067550.0
IBRD only,2006,4258827055.0
IBRD only,2005,4214082145.0
IBRD only,2004,4168676771.0
IBRD only,2003,4122775918.0
IBRD only,2002,4077229003.0
IBRD only,2001,4031080605.0
IBRD only,2000,3983328255.0
IBRD only,1999,3934521819.0
IBRD only,1998,3884078902.0
IBRD only,1997,3832391543.0
IBRD only,1996,3780446473.0
IBRD only,1995,3728290191.0
IBRD only,1994,3675872938.0
IBRD only,1993,3622924380.0
IBRD only,1992,3568890021.0
IBRD only,1991,3513390696.0
IBRD only,1990,3455533853.0
IBRD only,1989,3395765359.0
IBRD only,1988,3334875641.0
IBRD only,1987,3273388723.0
IBRD only,1986,3212177926.0
IBRD only,1985,3152581662.0
IBRD only,1984,3094477559.0
IBRD only,1983,3037252917.0
IBRD only,1982,2980033813.0
IBRD only,1981,2923255528.0
IBRD only,1980,2869277824.0
IBRD only,1979,2816995104.0
IBRD only,1978,2765565797.0
IBRD only,1977,2714845767.0
IBRD only,1976,2664387118.0
IBRD only,1975,2613194091.0
IBRD only,1974,2561343989.0
IBRD only,1973,2508370507.0
IBRD only,1972,2454764228.0
IBRD only,1971,2401008150.0
IBRD only,1970,2346056161.0
IBRD only,1969,2292098651.0
IBRD only,1968,2239610101.0
IBRD only,1967,2188950141.0
IBRD only,1966,2139608511.0
IBRD only,1965,2090209567.0
IBRD only,1964,2043309631.0
IBRD only,1963,1996753344.0
IBRD only,1962,1950274734.0
IBRD only,1961,1915613080.0
IBRD only,1960,1893700976.0
IDA & IBRD total,2023,6858957145.0
IDA & IBRD total,2022,6795222291.5
IDA & IBRD total,2021,6733337540.0
IDA & IBRD total,2020,6667541078.5
IDA & IBRD total,2019,6594857152.0
IDA & IBRD total,2018,6518627024.5
IDA & IBRD total,2017,6440496862.5
IDA & IBRD total,2016,6360570925.5
IDA & IBRD total,2015,6281302513.5
IDA & IBRD total,2014,6201871546.5
IDA & IBRD total,2013,6120638810.0
IDA & IBRD total,2012,6038997419.0
IDA & IBRD total,2011,5956718726.5
IDA & IBRD total,2010,5876645582.0
IDA & IBRD total,2009,5797994405.0
IDA & IBRD total,2008,5720065907.0
IDA & IBRD total,2007,5643505922.5
IDA & IBRD total,2006,5568236362.0
IDA & IBRD total,2005,5492481029.5
IDA & IBRD total,2004,5417128228.5
IDA & IBRD total,2003,5341840046.0
IDA & IBRD total,2002,5267145775.0
IDA & IBRD total,2001,5192348769.5
IDA & IBRD total,2000,5116723506.5
IDA & IBRD total,1999,5040645749.0
IDA & IBRD total,1998,4963254079.5
IDA & IBRD total,1997,4884731620.5
IDA & IBRD total,1996,4806199042.5
IDA & IBRD total,1995,4727566480.0
IDA & IBRD total,1994,4649243134.5
IDA & IBRD total,1993,4570777029.0
IDA & IBRD total,1992,4491324219.5
IDA & IBRD total,1991,4411587746.0
IDA & IBRD total,1990,4330689753.0
IDA & IBRD total,1989,4248240134.0
IDA & IBRD total,1988,4165012459.0
IDA & IBRD total,1987,4081589183.0
IDA & IBRD total,1986,3998725110.0
IDA & IBRD total,1985,3918002286.0
IDA & IBRD total,1984,3839296592.0
IDA & IBRD total,1983,3762109361.0
IDA & IBRD total,1982,3685043956.0
IDA & IBRD total,1981,3609089669.0
IDA & IBRD total,1980,3536954994.0
IDA & IBRD total,1979,3466649271.0
IDA & IBRD total,1978,3397524507.0
IDA & IBRD total,1977,3330218383.0
IDA & IBRD total,1976,3264075702.0
IDA & IBRD total,1975,3197494325.0
IDA & IBRD total,1974,3130418531.0
IDA & IBRD total,1973,3062266606.0
IDA & IBRD total,1972,2994028911.0
IDA & IBRD total,1971,2926951963.0
IDA & IBRD total,1970,2859123476.0
IDA & IBRD total,1969,2791883177.0
IDA & IBRD total,1968,2726203260.0
IDA & IBRD total,1967,2662674586.0
IDA & IBRD total,1966,2600930009.0
IDA & IBRD total,1965,2539564344.0
IDA & IBRD total,1964,2481068241.0
IDA & IBRD total,1963,2423348992.0
IDA & IBRD total,1962,2366117598.0
IDA & IBRD total,1961,2321079191.0
IDA & IBRD total,1960,2289188361.0
IDA blend,2023,633230238.0
IDA blend,2022,621500917.0
IDA blend,2021,609556583.0
IDA blend,2020,597524859.0
IDA blend,2019,585824310.0
IDA blend,2018,574487740.0
IDA blend,2017,563290702.0
IDA blend,2016,552474265.0
IDA blend,2015,541987714.0
IDA blend,2014,531341156.0
IDA blend,2013,520502873.0
IDA blend,2012,509513096.0
IDA blend,2011,498002443.0
IDA blend,2010,485934443.0
IDA blend,2009,473612630.0
IDA blend,2008,461461442.0
IDA blend,2007,449445968.0
IDA blend,2006,437847651.0
IDA blend,2005,427064487.0
IDA blend,2004,416552454.0
IDA blend,2003,406185760.0
IDA blend,2002,396280295.0
IDA blend,2001,386483472.0
IDA blend,2000,376430953.0
IDA blend,1999,366802384.0
IDA blend,1998,357598998.0
IDA blend,1997,348442681.0
IDA blend,1996,339419508.0
IDA blend,1995,330471649.0
IDA blend,1994,321809220.0
IDA blend,1993,313404363.0
IDA blend,1992,305137505.0
IDA blend,1991,296807647.0
IDA blend,1990,288176590.0
IDA blend,1989,279661793.0
IDA blend,1988,271432823.0
IDA blend,1987,263310163.0
IDA blend,1986,255360434.0
IDA blend,1985,247621430.0
IDA blend,1984,240217749.0
IDA blend,1983,233316891.0
IDA blend,1982,226374922.0
IDA blend,1981,219068621.0
IDA blend,1980,211331419.0
IDA blend,1979,203985591.0
IDA blend,1978,197714997.0
IDA blend,1977,191843779.0
IDA blend,1976,186194723.0
IDA blend,1975,180809761.0
IDA blend,1974,175664547.0
IDA blend,1973,170770002.0
IDA blend,1972,166101678.0
IDA blend,1971,161705247.0
IDA blend,1970,157440950.0
IDA blend,1969,153201747.0
IDA blend,1968,149090018.0
IDA blend,1967,145124104.0
IDA blend,1966,141286940.0
IDA blend,1965,137549849.0
IDA blend,1964,133934455.0
IDA blend,1963,130451393.0
IDA blend,1962,127092381.0
IDA blend,1961,123878633.0
IDA blend,1960,120801801.0
IDA only,2023,1273152781.0
IDA only,2022,1245027172.5
IDA only,2021,1217881937.0
IDA only,2020,1190648766.5
IDA only,2019,1163317118.0
IDA only,2018,1136588793.5
IDA only,2017,1110938707.5
IDA only,2016,1086112425.5
IDA only,2015,1062200564.5
IDA only,2014,1039658743.5
IDA only,2013,1017995461.0
IDA only,2012,997344862.0
IDA only,2011,975563922.5
IDA only,2010,953996192.0
IDA only,2009,932992248.0
IDA only,2008,912370451.0
IDA only,2007,891992404.5
IDA only,2006,871561656.0
IDA only,2005,851334397.5
IDA only,2004,831899003.5
IDA only,2003,812878368.0
IDA only,2002,793636477.0
IDA only,2001,774784692.5
IDA only,2000,756964298.5
IDA only,1999,739321546.0
IDA only,1998,721576179.5
IDA only,1997,703897396.5
IDA only,1996,686333061.5
IDA only,1995,668804640.0
IDA only,1994,651560976.5
IDA only,1993,634448286.0
IDA only,1992,617296693.5
IDA only,1991,601389403.0
IDA only,1990,586979310.0
IDA only,1989,572812982.0
IDA only,1988,558703995.0
IDA only,1987,544890297.0
IDA only,1986,531186750.0
IDA only,1985,517799194.0
IDA only,1984,504601284.0
IDA only,1983,491539553.0
IDA only,1982,478635221.0
IDA only,1981,466765520.0
IDA only,1980,456345751.0
IDA only,1979,445668576.0
IDA only,1978,434243713.0
IDA only,1977,423528837.0
IDA only,1976,413493861.0
IDA only,1975,403490473.0
IDA only,1974,393409995.0
IDA only,1973,383126097.0
IDA only,1972,373163005.0
IDA only,1971,364238566.0
IDA only,1970,355626365.0
IDA only,1969,346582779.0
IDA only,1968,337503141.0
IDA only,1967,328600341.0
IDA only,1966,320034558.0
IDA only,1965,311804928.0
IDA only,1964,303824155.0
IDA only,1963,296144255.0
IDA only,1962,288750483.0
IDA only,1961,281587478.0
IDA only,1960,274685584.0
IDA total,2023,1906383019.0
IDA total,2022,1866528089.5
IDA total,2021,1827438520.0
IDA total,2020,1788173625.5
IDA total,2019,1749141428.0
IDA total,2018,1711076533.5
IDA total,2017,1674229409.5
IDA total,2016,1638586690.5
IDA total,2015,1604188278.5
IDA total,2014,1570999899.5
IDA total,2013,1538498334.0
IDA total,2012,1506857958.0
IDA total,2011,1473566365.5
IDA total,2010,1439930635.0
IDA total,2009,1406604878.0
IDA total,2008,1373831893.0
IDA total,2007,1341438372.5
IDA total,2006,1309409307.0
IDA total,2005,1278398884.5
IDA total,2004,1248451457.5
IDA total,2003,1219064128.0
IDA total,2002,1189916772.0
IDA total,2001,1161268164.5
IDA total,2000,1133395251.5
IDA total,1999,1106123930.0
IDA total,1998,1079175177.5
IDA total,1997,1052340077.5
IDA total,1996,1025752569.5
IDA total,1995,999276289.0
IDA total,1994,973370196.5
IDA total,1993,947852649.0
IDA total,1992,922434198.5
IDA total,1991,898197050.0
IDA total,1990,875155900.0
IDA total,1989,852474775.0
IDA total,1988,830136818.0
IDA total,1987,808200460.0
IDA total,1986,786547184.0
IDA total,1985,765420624.0
IDA total,1984,744819033.0
IDA total,1983,724856444.0
IDA total,1982,705010143.0
IDA total,1981,685834141.0
IDA total,1980,667677170.0
IDA total,1979,649654167.0
IDA total,1978,631958710.0
IDA total,1977,615372616.0
IDA total,1976,599688584.0
IDA total,1975,584300234.0
IDA total,1974,569074542.0
IDA total,1973,553896099.0
IDA total,1972,539264683.0
IDA total,1971,525943813.0
IDA total,1970,513067315.0
IDA total,1969,499784526.0
IDA total,1968,486593159.0
IDA total,1967,473724445.0
IDA total,1966,461321498.0
IDA total,1965,449354777.0
IDA total,1964,437758610.0
IDA total,1963,426595648.0
IDA total,1962,415842864.0
IDA total,1961,405466111.0
IDA total,1960,395487385.0
Late-demographic dividend,2023,2326658047.0
Late-demographic dividend,2022,2324072105.5
Late-demographic dividend,2021,2320366261.0
Late-demographic dividend,2020,2316785459.5
Late-demographic dividend,2019,2309008599.0
Late-demographic dividend,2018,2298520431.5
Late-demographic dividend,2017,2285977088.5
Late-demographic dividend,2016,2270944240.5
Late-demographic dividend,2015,2256211694.5
Late-demographic dividend,2014,2241185411.5
Late-demographic dividend,2013,2225043647.0
Late-demographic dividend,2012,2209331950.0
Late-demographic dividend,2011,2193156337.5
Late-demographic dividend,2010,2179522412.0
Late-demographic dividend,2009,2167303374.0
Late-demographic dividend,2008,2153941306.0
Late-demographic dividend,2007,2139958607.5
Late-demographic dividend,2006,2126122277.0
Late-demographic dividend,2005,2112603350.5
Late-demographic dividend,2004,2099412662.5
Late-demographic dividend,2003,2086139068.0
Late-demographic dividend,2002,2072599555.0
Late-demographic dividend,2001,2058600485.5
Late-demographic dividend,2000,2043581321.5
